acronym,group
MAPK8IP3,synaptome
MAPRE1,synaptome
MAPRE2,synaptome
MAPRE3,synaptome
MAPT,synaptome
MARCKSL1,synaptome
MARK1,synaptome
MARK2,synaptome
MARS,synaptome
MBP,synaptome
MCCC1,synaptome
MCCC2,synaptome
MDH1,synaptome
MDH2,synaptome
ME3,synaptome
MECR,synaptome
MFF,synaptome
MFN2,synaptome
MGST3,synaptome
MIF,synaptome
MINA,synaptome
MINK1,synaptome
MKL2,synaptome
MLF1,synaptome
MLF2,synaptome
MLLT4,synaptome
MOG,synaptome
MOSC2,synaptome
MPO,synaptome
MPP1,synaptome
MPP2,synaptome
MPP3,synaptome
MPP6,synaptome
MPP7,synaptome
MPRIP,synaptome
MRAS,synaptome
MRPS36,synaptome
MSN,synaptome
MTCH1,synaptome
MTCH2,synaptome
MTDH,synaptome
MTHFD1,synaptome
MTHFD1L,synaptome
MTMR14,synaptome
MTX1,synaptome
MTX2,synaptome
MVP,synaptome
MYCBP2,synaptome
MYH10,synaptome
MYH11,synaptome
MYH14,synaptome
MYH6,synaptome
MYH9,synaptome
MYL4,synaptome
MYL6,synaptome
MYL6B,synaptome
MYO18A,synaptome
MYO1B,synaptome
MYO1C,synaptome
MYO1D,synaptome
MYO1E,synaptome
MYO1F,synaptome
MYO5A,synaptome
MYO5C,synaptome
MYO6,synaptome
NAP1L1,synaptome
NAP1L4,synaptome
NAPA,synaptome
NAPB,synaptome
NAPG,synaptome
NBEA,synaptome
NCALD,synaptome
NCAM1,synaptome
NCAM2,synaptome
NCAN,synaptome
NCDN,synaptome
NCKAP1,synaptome
NCKAP1L,synaptome
NCKIPSD,synaptome
NDEL1,synaptome
NDRG1,synaptome
NDRG2,synaptome
NDUFA10,synaptome
NDUFA12,synaptome
NDUFA13,synaptome
NDUFA2,synaptome
NDUFA4,synaptome
NDUFA5,synaptome
NDUFA6,synaptome
NDUFA7,synaptome
NDUFA8,synaptome
NDUFA9,synaptome
NDUFB10,synaptome
NDUFB4,synaptome
NDUFB6,synaptome
NDUFB7,synaptome
NDUFB8,synaptome
NDUFB9,synaptome
NDUFC2,synaptome
NDUFS1,synaptome
NDUFS2,synaptome
NDUFS3,synaptome
NDUFS6,synaptome
NDUFS7,synaptome
NDUFV1,synaptome
NDUFV2,synaptome
NDUFV3,synaptome
NEBL,synaptome
NEDD4,synaptome
NEFH,synaptome
NEFL,synaptome
NEFM,synaptome
NEGR1,synaptome
NEO1,synaptome
NF1,synaptome
NFASC,synaptome
NFKBIE,synaptome
NGEF,synaptome
NINJ2,synaptome
NIPSNAP1,synaptome
NKIRAS1,synaptome
NLGN1,synaptome
NLGN2,synaptome
NLGN3,synaptome
NME1,synaptome
NME2,synaptome
NME3,synaptome
NNT,synaptome
NOMO1,synaptome
NOS1,synaptome
NPEPPS,synaptome
NPM1,synaptome
NPTN,synaptome
NPTX1,synaptome
NRAS,synaptome
NRCAM,synaptome
NRGN,synaptome
NRN1,synaptome
NRXN1,synaptome
NRXN2,synaptome
NRXN3,synaptome
NSF,synaptome
NSFL1C,synaptome
NT5C1B,synaptome
NT5E,synaptome
NTM,synaptome
NTRK2,synaptome
NUDCD2,synaptome
NUMBL,synaptome
ODZ4,synaptome
OGDH,synaptome
OGDHL,synaptome
OGT,synaptome
OLA1,synaptome
OLFM1,synaptome
OLFM2,synaptome
OMG,synaptome
OPA1,synaptome
OPCML,synaptome
OSCP1,synaptome
OXCT1,synaptome
OXR1,synaptome
PABPC1,synaptome
PABPC4,synaptome
PACS1,synaptome
PACSIN1,synaptome
PACSIN2,synaptome
PADI2,synaptome
PAFAH1B1,synaptome
PAICS,synaptome
PAK1,synaptome
PALM,synaptome
PALM2,synaptome
PAPLN,synaptome
PARK7,synaptome
PARP1,synaptome
PBXIP1,synaptome
PC,synaptome
PCBP1,synaptome
PCBP2,synaptome
PCCA,synaptome
PCDH1,synaptome
PCDHB6,synaptome
PCLO,synaptome
PCMT1,synaptome
PDCD6IP,synaptome
PDE10A,synaptome
PDE11A,synaptome
PDE1A,synaptome
PDE2A,synaptome
PDE4B,synaptome
PDE4D,synaptome
PDE8A,synaptome
PDHA1,synaptome
PDHB,synaptome
PDHX,synaptome
PDIA3,synaptome
PDIA6,synaptome
PDK1,synaptome
PDK3,synaptome
PDLIM7,synaptome
PDP1,synaptome
PDPK1,synaptome
PDXK,synaptome
PDXP,synaptome
PEA15,synaptome
PEBP1,synaptome
PECI,synaptome
PES1,synaptome
PEX11B,synaptome
PEX5L,synaptome
PFKL,synaptome
PFKM,synaptome
PFKP,synaptome
PFN1,synaptome
PFN2,synaptome
PGAM1,synaptome
PGAM2,synaptome
PGAM5,synaptome
PGD,synaptome
PGK1,synaptome
PGK2,synaptome
PGM1,synaptome
PGM2L1,synaptome
PGRMC1,synaptome
PHACTR1,synaptome
PHB,synaptome
PHB2,synaptome
PHGDH,synaptome
PHLDB1,synaptome
PHYHIP,synaptome
PI4KA,synaptome
PICALM,synaptome
PICK1,synaptome
PIGK,synaptome
PIK3CA,synaptome
PIN1,synaptome
PINK1,synaptome
PIP4K2A,synaptome
PIP4K2B,synaptome
PIP5K1C,synaptome
PITPNA,synaptome
PKLR,synaptome
PKM2,synaptome
PKN1,synaptome
PKP4,synaptome
PLA2G4A,synaptome
PLCB1,synaptome
PLCB4,synaptome
PLCD1,synaptome
PLCD3,synaptome
PLCG1,synaptome
PLD3,synaptome
PLEC,synaptome
PLEK,synaptome
PLEKHA1,synaptome
PLEKHA5,synaptome
PLEKHA6,synaptome
PLLP,synaptome
PLP1,synaptome
PLXNA1,synaptome
PLXNA2,synaptome
PLXNA3,synaptome
PLXNA4,synaptome
PMCH,synaptome
PMVK,synaptome
PNKD,synaptome
PNPLA6,synaptome
POP4,synaptome
POR,synaptome
PPAP2B,synaptome
PPFIA1,synaptome
PPFIA2,synaptome
PPFIA3,synaptome
PPFIA4,synaptome
PPIA,synaptome
PPIAL4B,synaptome
PPIB,synaptome
PPID,synaptome
PPIL1,synaptome
PPM1E,synaptome
PPP1CA,synaptome
PPP1CB,synaptome
PPP1CC,synaptome
PPP1R12A,synaptome
PPP1R7,synaptome
PPP1R9A,synaptome
PPP1R9B,synaptome
PPP2CA,synaptome
PPP2R1A,synaptome
PPP2R5D,synaptome
PPP3CA,synaptome
PPP3CB,synaptome
PPP3CC,synaptome
PPP5C,synaptome
PRAF2,synaptome
PRDX1,synaptome
PRDX2,synaptome
PRDX5,synaptome
PRDX6,synaptome
PREX1,synaptome
PRICKLE2,synaptome
PRKACA,synaptome
PRKACB,synaptome
PRKAG3,synaptome
PRKAR1A,synaptome
PRKAR2A,synaptome
PRKAR2B,synaptome
PRKCA,synaptome
PRKCB,synaptome
PRKCE,synaptome
PRKCG,synaptome
PRKDC,synaptome
PRKG1,synaptome
PRKG2,synaptome
PRKRA,synaptome
PRMT5,synaptome
PRNP,synaptome
PRODH,synaptome
PROSC,synaptome
PRPH,synaptome
PRPS1,synaptome
PRR7,synaptome
PRRT1,synaptome
PRUNE2,synaptome
PSD,synaptome
PSD3,synaptome
PSMA4,synaptome
PSMB6,synaptome
PSMC1,synaptome
PSMC3,synaptome
PSMD1,synaptome
PSMD10,synaptome
PSMD11,synaptome
PSMD14,synaptome
PSMD2,synaptome
PTK2,synaptome
PTK2B,synaptome
PTPLAD1,synaptome
PTPN11,synaptome
PTPN23,synaptome
PTPN5,synaptome
PTPRD,synaptome
PTPRF,synaptome
PTPRS,synaptome
PTPRZ1,synaptome
PURA,synaptome
PURB,synaptome
PYCR1,synaptome
PYCRL,synaptome
PYGB,synaptome
PYGM,synaptome
QARS,synaptome
QDPR,synaptome
RAB10,synaptome
RAB11A,synaptome
RAB11B,synaptome
RAB11FIP2,synaptome
RAB11FIP5,synaptome
RAB12,synaptome
RAB13,synaptome
RAB14,synaptome
RAB15,synaptome
RAB18,synaptome
RAB1A,synaptome
RAB1B,synaptome
RAB21,synaptome
RAB2A,synaptome
RAB2B,synaptome
RAB35,synaptome
RAB37,synaptome
RAB3A,synaptome
RAB3C,synaptome
RAB3D,synaptome
RAB3GAP1,synaptome
RAB3GAP2,synaptome
RAB4B,synaptome
RAB5A,synaptome
RAB5B,synaptome
RAB5C,synaptome
RAB6A,synaptome
RAB6B,synaptome
RAB7A,synaptome
RAB8A,synaptome
RAB8B,synaptome
RABAC1,synaptome
RABEP1,synaptome
RABGAP1L,synaptome
RAC1,synaptome
RAC2,synaptome
RACGAP1,synaptome
RAF1,synaptome
RAGE,synaptome
RALA,synaptome
RAN,synaptome
RANBP9,synaptome
RANGAP1,synaptome
RAP1A,synaptome
RAP1GAP,synaptome
RAP1GDS1,synaptome
RAP2A,synaptome
RAP2C,synaptome
RAPGEF2,synaptome
RAPGEF4,synaptome
RAPH1,synaptome
RARS,synaptome
RASAL1,synaptome
RASAL2,synaptome
RASGRF2,synaptome
RBX1,synaptome
RDX,synaptome
REEP5,synaptome
REPS2,synaptome
REV3L,synaptome
RFTN1,synaptome
RGS17,synaptome
RGS6,synaptome
RGS7,synaptome
RGS8,synaptome
RHOA,synaptome
RHOB,synaptome
RHOG,synaptome
RHOT1,synaptome
RHOT2,synaptome
RIC8A,synaptome
RIMBP2,synaptome
RIMS1,synaptome
RIMS2,synaptome
RIN1,synaptome
ROCK1,synaptome
ROCK2,synaptome
ROGDI,synaptome
RP2,synaptome
RPH3A,synaptome
RPL10,synaptome
RPL10A,synaptome
RPL11,synaptome
RPL12,synaptome
RPL13,synaptome
RPL13A,synaptome
RPL14,synaptome
RPL17,synaptome
RPL18,synaptome
RPL18A,synaptome
RPL19,synaptome
RPL22,synaptome
RPL23,synaptome
RPL23A,synaptome
RPL24,synaptome
RPL27,synaptome
RPL3,synaptome
RPL30,synaptome
RPL31,synaptome
RPL35,synaptome
RPL36,synaptome
RPL38,synaptome
RPL4,synaptome
RPL5,synaptome
RPL6,synaptome
RPL7,synaptome
RPL7A,synaptome
RPL8,synaptome
RPL9,synaptome
RPLP0,synaptome
RPLP1,synaptome
RPN1,synaptome
RPN2,synaptome
RPS10,synaptome
RPS11,synaptome
RPS12,synaptome
RPS13,synaptome
RPS14,synaptome
RPS15,synaptome
RPS15A,synaptome
RPS16,synaptome
RPS17,synaptome
RPS18,synaptome
RPS19,synaptome
RPS2,synaptome
RPS21,synaptome
RPS25,synaptome
RPS27,synaptome
RPS27A,synaptome
RPS27L,synaptome
RPS3,synaptome
RPS3A,synaptome
RPS4X,synaptome
RPS5,synaptome
RPS6,synaptome
RPS6KA3,synaptome
RPS6KB1,synaptome
RPS7,synaptome
RPS8,synaptome
RPS9,synaptome
RPSA,synaptome
RRBP1,synaptome
RRM1,synaptome
RTN1,synaptome
RTN3,synaptome
RTN4,synaptome
RTN4RL2,synaptome
RUFY3,synaptome
RUNX3,synaptome
RYR2,synaptome
S100A1,synaptome
S100A13,synaptome
S100A4,synaptome
S100A9,synaptome
S100B,synaptome
SACM1L,synaptome
SACS,synaptome
SAE1,synaptome
SAMM50,synaptome
SAR1A,synaptome
SARS,synaptome
SBF1,synaptome
SBF2,synaptome
SCAMP3,synaptome
SCCPDH,synaptome
SCD5,synaptome
SCFD1,synaptome
SCIN,synaptome
SCN1A,synaptome
SCN2A,synaptome
SCRIB,synaptome
SCRN1,synaptome
SDCBP,synaptome
SEC13,synaptome
SEC14L2,synaptome
SEC22B,synaptome
SEC23A,synaptome
SEC24C,synaptome
SEC31A,synaptome
SEPT10,synaptome
SEPT11,synaptome
SEPT2,synaptome
SEPT3,synaptome
SEPT4,synaptome
SEPT5,synaptome
SEPT6,synaptome
SEPT7,synaptome
SEPT8,synaptome
SEPT9,synaptome
SERPINA3,synaptome
SERPINE2,synaptome
SERTAD4,synaptome
SESTD1,synaptome
SF3B2,synaptome
SFN,synaptome
SFPQ,synaptome
SFXN1,synaptome
SFXN3,synaptome
SFXN5,synaptome
SGCD,synaptome
SGIP1,synaptome
SGSM1,synaptome
SGTA,synaptome
SH3BGRL2,synaptome
SH3GL1,synaptome
SH3GL2,synaptome
SH3GL3,synaptome
SH3GLB2,synaptome
SH3KBP1,synaptome
SH3PXD2A,synaptome
SHANK1,synaptome
SHANK2,synaptome
SHANK3,synaptome
SHARPIN,synaptome
SHC1,synaptome
SHMT2,synaptome
SIPA1L1,synaptome
SIRPA,synaptome
SIRT2,synaptome
SKIV2L,synaptome
SLC12A2,synaptome
SLC12A5,synaptome
SLC17A6,synaptome
SLC17A7,synaptome
SLC18A2,synaptome
SLC18A3,synaptome
SLC1A1,synaptome
SLC1A2,synaptome
SLC1A3,synaptome
SLC25A1,synaptome
SLC25A11,synaptome
SLC25A12,synaptome
SLC25A13,synaptome
SLC25A18,synaptome
SLC25A22,synaptome
SLC25A3,synaptome
SLC25A31,synaptome
SLC25A4,synaptome
SLC25A46,synaptome
SLC25A5,synaptome
SLC25A6,synaptome
SLC27A1,synaptome
SLC27A4,synaptome
SLC2A1,synaptome
SLC30A3,synaptome
SLC32A1,synaptome
SLC3A2,synaptome
SLC4A1,synaptome
SLC4A3,synaptome
SLC4A4,synaptome
SLC6A1,synaptome
SLC6A11,synaptome
SLC6A17,synaptome
SLC8A2,synaptome
SLC9A3R2,synaptome
SLK,synaptome
SLMAP,synaptome
SMARCA1,synaptome
SMC3,synaptome
SNAP25,synaptome
SNAP29,synaptome
SNAP47,synaptome
SNAP91,synaptome
SNCA,synaptome
SNCAIP,synaptome
SND1,synaptome
SNPH,synaptome
SNRPA1,synaptome
SNTA1,synaptome
SNTB1,synaptome
SNTB2,synaptome
SNX1,synaptome
SNX12,synaptome
SNX2,synaptome
SNX27,synaptome
SNX3,synaptome
SNX4,synaptome
SNX5,synaptome
SNX6,synaptome
SNX9,synaptome
SOD1,synaptome
SOD2,synaptome
SORBS1,synaptome
SORBS2,synaptome
SOS1,synaptome
SOX4,synaptome
SOX7,synaptome
SPATA2L,synaptome
SPECC1,synaptome
SPHK2,synaptome
SPINK5,synaptome
SPIRE1,synaptome
SPTAN1,synaptome
SPTB,synaptome
SPTBN1,synaptome
SPTBN2,synaptome
SPTBN4,synaptome
SRC,synaptome
SRGAP3,synaptome
SRI,synaptome
SRPK2,synaptome
SRPR,synaptome
SRPRB,synaptome
SRR,synaptome
SSBP1,synaptome
SSR1,synaptome
ST14,synaptome
STAT1,synaptome
STC1,synaptome
STIP1,synaptome
STK32C,synaptome
STK38L,synaptome
STK39,synaptome
STOM,synaptome
STOML2,synaptome
STON2,synaptome
STRAP,synaptome
STRN,synaptome
STRN4,synaptome
STUB1,synaptome
STX12,synaptome
STX16,synaptome
STX1A,synaptome
STX1B,synaptome
STX4,synaptome
STX6,synaptome
STX7,synaptome
STXBP1,synaptome
STXBP2,synaptome
STXBP3,synaptome
STXBP5,synaptome
STXBP6,synaptome
SUCLA2,synaptome
SUCLG1,synaptome
SV2A,synaptome
SV2B,synaptome
SV2C,synaptome
SYBU,synaptome
SYCP1,synaptome
SYN1,synaptome
SYN2,synaptome
SYN3,synaptome
SYNCRIP,synaptome
SYNE1,synaptome
SYNGAP1,synaptome
SYNGR1,synaptome
SYNGR2,synaptome
SYNGR3,synaptome
SYNGR4,synaptome
SYNJ1,synaptome
SYNJ2,synaptome
SYNM,synaptome
SYNPO,synaptome
SYP,synaptome
SYT1,synaptome
SYT12,synaptome
SYT17,synaptome
SYT2,synaptome
SYT3,synaptome
SYT5,synaptome
SYT7,synaptome
TACC1,synaptome
TAGLN2,synaptome
TAGLN3,synaptome
TALDO1,synaptome
TAOK1,synaptome
TAOK2,synaptome
TARSL2,synaptome
TBC1D17,synaptome
TBC1D24,synaptome
TBCB,synaptome
TBCD,synaptome
TBK1,synaptome
TCP1,synaptome
TCP11L1,synaptome
TEX9,synaptome
TFAM,synaptome
THY1,synaptome
TIMM50,synaptome
TJAP1,synaptome
TJP1,synaptome
TJP2,synaptome
TKT,synaptome
TLN1,synaptome
TLN2,synaptome
TM7SF2,synaptome
TMED3,synaptome
TMED9,synaptome
TMEM126A,synaptome
TMEM132B,synaptome
TMEM33,synaptome
TMEM65,synaptome
TMEM85,synaptome
TMOD1,synaptome
TMOD2,synaptome
TNC,synaptome
TNIK,synaptome
TNPO1,synaptome
TNR,synaptome
TOLLIP,synaptome
TOM1L2,synaptome
TOMM20,synaptome
TOMM34,synaptome
TOMM40L,synaptome
TOMM70A,synaptome
TP53BP1,synaptome
TPD52L1,synaptome
TPI1,synaptome
TPM1,synaptome
TPM2,synaptome
TPM3,synaptome
TPM4,synaptome
TPP1,synaptome
TPPP,synaptome
TPT1,synaptome
TRAF3,synaptome
TRAP1,synaptome
TRAPPC3,synaptome
TRAPPC9,synaptome
TRIM2,synaptome
TRIM3,synaptome
TRIM32,synaptome
TRIM37,synaptome
TRIM9,synaptome
TRIO,synaptome
TSC1,synaptome
TSC2,synaptome
TSC22D4,synaptome
TSG101,synaptome
TTC35,synaptome
TTC37,synaptome
TTC7B,synaptome
TTYH1,synaptome
TTYH2,synaptome
TUBA1A,synaptome
TUBA1B,synaptome
TUBA1C,synaptome
TUBA4A,synaptome
TUBA8,synaptome
TUBB1,synaptome
TUBB2A,synaptome
TUBB2B,synaptome
TUBB2C,synaptome
TUBB3,synaptome
TUBB4,synaptome
TUBB6,synaptome
TUFM,synaptome
TWF1,synaptome
TXNL1,synaptome
UBA1,synaptome
UBA52,synaptome
UBB,synaptome
UBC,synaptome
UBE2M,synaptome
UBE2N,synaptome
UBE2V1,synaptome
UBE2V2,synaptome
UBE3C,synaptome
UBE4A,synaptome
UBL4A,synaptome
UBR4,synaptome
UBXN6,synaptome
UCHL1,synaptome
UGP2,synaptome
UNC13A,synaptome
UPF1,synaptome
UQCRB,synaptome
UQCRC1,synaptome
UQCRC2,synaptome
UQCRFS1,synaptome
UQCRH,synaptome
UQCRQ,synaptome
USMG5,synaptome
USO1,synaptome
USP14,synaptome
USP15,synaptome
USP5,synaptome
USP9X,synaptome
VAC14,synaptome
VAMP1,synaptome
VAMP2,synaptome
VAMP3,synaptome
VAPA,synaptome
VAPB,synaptome
VARS,synaptome
VAT1,synaptome
VAV2,synaptome
VCAN,synaptome
VCL,synaptome
VCP,synaptome
VCPIP1,synaptome
VDAC1,synaptome
VDAC2,synaptome
VDAC3,synaptome
VEGFA,synaptome
VGF,synaptome
VIM,synaptome
VPS11,synaptome
VPS16,synaptome
VPS18,synaptome
VPS26A,synaptome
VPS28,synaptome
VPS29,synaptome
VPS33A,synaptome
VPS35,synaptome
VPS39,synaptome
VPS41,synaptome
VPS45,synaptome
VPS4A,synaptome
VPS52,synaptome
VPS53,synaptome
VPS8,synaptome
VSNL1,synaptome
VTA1,synaptome
VTI1A,synaptome
VTI1B,synaptome
WASF1,synaptome
WASF2,synaptome
WASF3,synaptome
WASL,synaptome
WDR1,synaptome
WDR37,synaptome
WDR47,synaptome
WDR48,synaptome
WDR6,synaptome
WDR7,synaptome
WDR89,synaptome
WDR91,synaptome
WFS1,synaptome
WIF1,synaptome
WIPF2,synaptome
WNK1,synaptome
WNT10A,synaptome
WWP1,synaptome
XPO1,synaptome
XPO7,synaptome
XRCC1,synaptome
XYLT1,synaptome
YARS,synaptome
YES1,synaptome
YWHAB,synaptome
YWHAE,synaptome
YWHAG,synaptome
YWHAH,synaptome
YWHAQ,synaptome
YWHAZ,synaptome
ZNF451,synaptome
ZWINT,synaptome
C1QL2,layers
C20orf103,layers
CARTPT,layers
DISC1,layers
GLRA3,layers
GSG1L,layers
IGSF11,layers
INPP4B,layers
MFGE8,layers
PVRL3,layers
RASGRF2,layers
SV2C,layers
WFS1,layers
COL6A1,layers
CUX2,layers
GRIK4,layers
KIAA1456,layers
RORB,layers
ADRA2A,layers
AKR1C3,layers
ANXA1,layers
B3GALT2,layers
CDH24,layers
CTGF,layers
ETV1,layers
FAM3C,layers
FOXP2,layers
HTR2C,layers
KCNK2,layers
NPY2R,layers
NR4A2,layers
NTNG2,layers
OPRK1,layers
PCDH17,layers
PCDH20,layers
PCP4,layers
PDE1A,layers
RPRM,layers
RXFP1,layers
SNTB1,layers
SYT10,layers
SYT6,layers
TLE4,layers
TOX,layers
TRIB2,layers
VAT1L,layers
